G???F{,0,0,0
G??CFw,0,0,0
G??CF{,25,23,15
G??E@{,0,0,0
G??EDw,0,0,0
G??ED{,41,56,41
G??EFw,60,56,56
G??EF{,69,85,46
G??F?{,0,0,0
G??FCw,0,0,0
G??FC{,54,55,56
G??FEw,72,42,94
G??FE{,82,85,93
G??FFw,96,102,96
G??FF{,107,142,94
G??FeW,76,8,76
G??Fe[,85,39,76
G??FfW,81,15,150
G??Ff[,91,45,151
G??Ffw,92,92,136
G??Ff{,101,123,136
G??Fvg,64,16,88
G??Fvk,73,26,90
G??Fvw,60,15,135
G??Fv{,66,28,137
G??F~w,48,12,12
G??F~{,49,16,13
G?AAFo,0,0,0
G?AAFw,49,19,58
G?AAF{,82,44,60
G?ABCs,0,0,0
G?ABC{,61,13,82
G?ABEo,0,0,0
G?ABEs,54,32,70
G?ABEw,52,27,68
G?ABE{,87,70,137
G?ABFo,66,36,98
G?ABFs,89,51,110
G?ABFw,108,69,145
G?ABF{,119,96,137
G?ABc[,74,5,80
G?ABeO,0,0,0
G?ABeS,53,34,72
G?ABeW,49,10,88
G?ABe[,87,59,148
G?ABfO,62,8,98
G?ABfS,70,36,104
G?ABfW,90,32,172
G?ABf[,91,64,181
G?ABfo,75,30,147
G?ABfs,84,41,169
G?ABfw,98,66,196
G?ABf{,106,100,194
G?ABvG,95,40,208
G?ABvK,104,84,204
G?ABv_,57,15,180
G?ABvc,65,44,185
G?ABvg,78,37,200
G?ABvk,75,70,205
G?ABvo,52,44,104
G?ABvs,61,38,126
G?ABvw,76,42,113
G?ABv{,77,59,116
G?ACNo,79,8,27
G?ACNw,94,53,43
G?ACN{,105,72,33
G?AEBo,0,0,0
G?AEBw,83,45,122
G?AEDo,0,0,0
G?AEDs,48,50,67
G?AEDw,56,43,60
G?AEFo,63,68,89
G?AEFs,86,86,93
G?AEFw,104,86,110
G?AEF{,116,128,99
G?AEJo,64,3,83
G?AEJs,120,63,117
G?AELo,82,10,73
G?AELs,102,76,97
G?AELw,119,50,96
G?AEL{,129,96,93
G?AENo,120,53,127
G?AENs,135,97,118
G?AENw,141,94,108
G?AEN{,152,134,106
G?AF?w,0,0,0
G?AF?{,55,55,98
G?AFAw,71,25,169
G?AFA{,74,68,176
G?AFBo,66,28,118
G?AFBs,76,60,129
G?AFBw,86,56,222
G?AFB{,101,97,218
G?AFCs,42,45,72
G?AFCw,65,12,79
G?AFC{,85,62,113
G?AFEo,56,33,123
G?AFEs,71,61,133
G?AFEw,95,51,172
G?AFE{,102,94,175
G?AFFo,73,88,157
G?AFFs,90,106,175
G?AFFw,105,111,200
G?AFF{,122,152,194
